date,tavg,tmin,tmax,prcp,snow,wspd,pres,coco,airport,weekday
2020-01-01,15.85970425143556,7.870885440163887,19.203177927155444,0.0,0.0,6.58161987010152,1010.5106717011806,49.82354057711994,LAX,2
2020-01-02,16.479402667880247,10.512572008105234,20.543831886682067,11.294758610851002,0.0,10.847067958776538,1013.5799236125694,55.38989714315862,LAX,3
2020-01-03,11.65205762446433,7.8106613034464605,18.028240656717298,0.0,0.0,2.749524082934307,1008.2651409778847,38.131052012008354,LAX,4
2020-01-04,18.014594507125906,11.620243309844948,22.679878858166987,6.2854158209483435,0.0,5.7751629008083425,1010.8444748635676,32.65156441267323,LAX,5
2020-01-05,15.68200713378126,10.498225735072738,20.95330903888166,0.0,0.0,1.196718570427456,1009.9890236582851,72.4990258360236,LAX,6
2020-01-06,17.64438389406035,12.47024238200254,20.692161835066415,,0.0,4.274574003751263,1009.470442840504,26.884516926836437,LAX,0
2020-01-07,20.537014855648724,15.204194515767163,26.86930596480426,0.0,0.0,24.403387817580292,1006.4821212415458,19.68360653997413,LAX,1
2020-01-08,16.458483235539713,,19.763992464108266,0.0,0.0,5.449316691158032,1011.120791333154,33.75120506272043,LAX,2
2020-01-09,13.62888441655601,8.133958741748428,17.33704483189252,4.926838767375021,0.0,5.969367023325608,1016.8265960150875,78.54861868960192,LAX,3
2020-01-10,18.960538437502017,15.59204738715192,23.49259119176051,0.0,0.0,0.1897308479997061,1017.3195903185808,87.1716537506974,LAX,4
2020-01-11,19.839467253501486,14.103242840989058,27.022872411397486,0.0,0.0,5.543869063709593,1012.6173070394312,59.18883717209624,LAX,5
2020-01-12,13.79833213113508,10.142328720501053,19.43947381543609,3.329134584851294,0.0,5.521954747585216,1005.3444516347167,35.85639549137207,LAX,6
2020-01-13,15.344487559345033,8.634039675638082,21.122429598491202,0.0,,6.138115018489112,1013.5643984347778,16.081765280881324,LAX,0
2020-01-14,18.07354893538984,11.833132822535765,24.364053026676054,0.0,0.0,2.5838739896295833,1019.0358572173022,25.48011242673599,LAX,1
2020-01-15,16.667488689942843,12.12160020221837,21.072051080249782,3.1776524601911014,0.0,6.191242690767393,1018.2515107425256,23.671313458924928,LAX,2
2020-01-16,18.47113758547869,12.05852615488595,25.061103125483886,0.9897115479644326,0.0,2.47320024415177,1015.9709508812651,49.37480309400687,LAX,3
2020-01-17,16.293601555473035,12.835077840887298,23.565492652862545,0.03765412102354942,,9.073711485817,1016.0786721015813,27.94588527163339,LAX,4
2020-01-18,21.043565400755185,14.07067812290632,26.33804231158004,0.0,0.0,4.459619195676137,1014.578480351406,44.016030755166256,LAX,5
2020-01-19,24.30867630284991,18.59246613813441,28.013027436833465,0.0,0.0,6.11435148910952,1007.0303983696101,29.284035365735427,LAX,6
2020-01-20,21.076351116799042,14.959041583725309,28.928838448309612,0.8631227495038308,,8.364813759006811,1017.6972921681993,38.84900722001501,LAX,0
2020-01-21,23.04996382934908,18.000842388896956,27.46147189279511,0.0,0.0,6.790834049272511,1007.3743001776402,74.60500307956244,LAX,1
2020-01-22,17.224570104626846,11.976461101910726,24.272603485560452,0.0,0.0,5.683885848344369,1007.6852696859133,92.39919021663042,LAX,2
2020-01-23,19.87586867861427,12.720841656677877,26.566177387710656,0.0,0.0,,1010.8321633162852,31.172146668032664,LAX,3
2020-01-24,18.002950932680836,14.321870747971232,24.40340481121219,4.767809911685448,0.0,1.2495991300814489,1022.268029917755,40.12579444603091,LAX,4
