date,tavg,tmin,tmax,prcp,snow,wspd,pres,coco,airport,weekday
2020-01-01,16.963500131379366,10.185708983269468,21.41179580642747,1.87756271827915,0.0,4.86202359351264,1009.7637036817039,73.19625473108633,PHX,2
2020-01-02,22.015650685754494,14.196780161403435,27.16561943787865,0.0,0.0,4.734149268317246,1011.1560648608428,32.946148460277854,PHX,3
2020-01-03,15.755205570010588,10.71273774440776,21.522610686099107,,0.0,6.665862539627153,1006.8888793401269,25.220739908007918,PHX,4
2020-01-04,13.12950530409281,6.743753733958414,20.7310419753007,0.0,0.0,3.459481849070105,1012.032238992575,30.396352462188837,PHX,5
2020-01-05,15.001229612171137,8.262199355770589,22.556962108727816,1.8443905274344852,0.0,0.5877212383484449,1008.3967829856966,40.778421646167814,PHX,6
2020-01-06,14.923022518027091,8.060141414511452,18.00192453989283,0.0,0.0,3.99490555142477,1015.6964065055605,55.81426422181838,PHX,0
2020-01-07,14.6376493871228,9.636295718123373,17.99580277010155,6.4475047566462385,0.0,7.647798261703271,1021.0556700069127,55.63436333998793,PHX,1
2020-01-08,17.06537466721063,13.067491312658664,24.826897623228597,0.0,0.0,6.6217417012925655,1015.7994211349298,9.853133004222894,PHX,2
2020-01-09,14.631370191076954,6.759087239399217,18.232252333092337,1.0447875802520876,0.0,2.113220280376773,1018.0502385329146,62.6250563879486,PHX,3
2020-01-10,17.108312533536626,13.50039336731281,24.227611709768297,1.378966336601596,0.0,9.990758079724936,1019.6280440956075,31.671929136974153,PHX,4
2020-01-11,22.88867859433002,19.00977125965286,28.73963354860326,7.457961790985882,0.0,2.145482008866409,1023.9685255533653,25.723714392885405,PHX,5
2020-01-12,16.049562248663065,8.323158474406156,20.33222499898438,0.0,0.0,1.3663920797681741,1007.6606034155683,52.79456947954989,PHX,6
2020-01-13,16.11594554665642,12.488622523152124,21.93100756053726,1.629813295729353,0.0,,1014.6611279702842,45.77350290809581,PHX,0
2020-01-14,17.603476408678887,13.359507528911099,21.22291407570061,6.21883311901291,0.0,1.6675913975409156,1021.1104996482195,83.37106820079356,PHX,1
2020-01-15,19.813661222814293,,25.09735401826946,11.076584935836312,0.0,2.506179588928583,,75.79906385136186,PHX,2
2020-01-16,15.134886344271724,9.64753028181085,19.34244164302931,0.0,0.0,3.61111314400645,1006.5297024921056,56.99012271306471,PHX,3
2020-01-17,18.641077327035354,12.985684414979616,26.372281433980326,0.0,0.0,2.671198084307344,1008.6190132141522,28.141315487936374,PHX,4
2020-01-18,24.941593720700965,,29.03694379549767,0.14631345734071144,0.0,1.790662720622027,1017.5537876299495,11.79409010008127,PHX,5
2020-01-19,15.80100789360337,10.262943233497428,22.690562935667053,17.04177475896988,0.0,2.7714406100701336,1015.3843913319246,25.24714016639637,PHX,6
2020-01-20,19.266108640015197,14.209296467731427,23.448867914076914,0.0,0.0,3.038288942403286,1012.7619638797283,50.653253832042246,PHX,0
2020-01-21,16.071916830423113,12.679074207089062,22.45966276469455,0.0,,6.255429508702986,1020.7520955874114,46.704607125575855,PHX,1
2020-01-22,21.46710609743476,16.85063560244201,26.943097049160112,0.0,0.0,2.0550621754970995,1016.4896664182907,41.75502351152854,PHX,2
2020-01-23,20.506174531450828,17.12536458065154,25.365936666989086,0.0,0.0,2.503712806147792,1021.9267830591383,49.948229169706735,PHX,3
2020-01-24,23.413525463114116,16.3458723697911,28.69623898727467,0.0,0.0,1.950427773415459,1012.258309153901,87.08550702998711,PHX,4
2020-01-25,,8.726632209552474,21.975677177537676,0.0,0.0,9.72446867794619,1010.4028711106919,48.5993799151828,PHX,5
2020-01-26,21.241727381696002,18.131788664194005,25.38044862080273,0.0,0.0,1.925108042847629,1009.8787393815819,42.57490522705179,PHX,6
2020-01-27,21.455247931614657,17.289989198348152,24.9698087243237,,,7.339121395552914,1025.2851931510957,30.02188143396232,PHX,0
2020-01-28,24.97747419756258,19.75052332746622,30.213026501318456,1.644556066708983,0.0,2.787408481022617,1012.2836128116588,69.36604646036344,PHX,1
2020-01-29,28.80814801942826,23.81489174183717,,0.0,0.0,3.66653532763584,1010.3267817221483,20.558988658366893,PHX,2
2020-01-30,27.055660524016247,19.58421295914836,33.86018843927901,25.751953456744666,0.0,2.8950509227302925,1012.5530491956392,75.30187007319014,PHX,3
2020-01-31,18.42426515092699,,23.640454370700027,4.200466523867413,0.0,3.2685221624665206,1006.51161739631,54.01992775889054,PHX,4
2020-02-01,23.645622341433132,19.73772691168511,30.196331851251756,1.2251683902088586,0.0,6.070633999180184,1019.4465315523007,37.83540592233665,PHX,5
2020-02-02,21.58723042740655,17.03934097789925,24.896032867427767,0.0,0.0,4.272957629820883,1009.3755120342205,21.577491403881403,PHX,6
2020-02-03,22.45248835587011,,28.741420185932636,0.0,0.0,7.18891196811068,1021.6256264574744,38.548890191656476,PHX,0
2020-02-04,19.546396011016128,15.38787418731214,23.916505582630204,1.6104196565362228,0.0,4.739846358290188,1013.6620945815462,80.20342552309407,PHX,1
2020-02-05,23.359352363227305,18.972924351859398,30.306377157465505,0.0,0.0,,1017.0948191355074,74.51141509888075,PHX,2
2020-02-06,18.172028174502373,14.33937407211155,22.58492813152389,5.055061378097015,0.0,4.73494365038765,1019.7174181978768,65.33577294667957,PHX,3
2020-02-07,22.33544630128087,16.903580279516913,,0.0,0.0,4.772699361058614,1023.0662457749509,45.485695914690595,PHX,4
2020-02-08,20.820367316430204,14.242382802905633,28.6049198120243,3.460656654930797,0.0,3.3388181517667577,1010.518535016127,4.530533150141086,PHX,5
2020-02-09,26.33062363240498,20.349548097038202,32.61976420146608,0.0,0.0,9.527262387321473,1008.3410938671379,24.753801602889965,PHX,6
2020-02-10,20.44914686184324,17.12593360849874,24.493942073041666,0.0,0.0,,1018.0035741145675,59.737720160631355,PHX,0
2020-02-11,26.604836938295158,19.876274618742656,32.65284304123195,8.42037929881814,0.0,4.50836441407639,1008.5655123563735,52.51691062542086,PHX,1
