date,tavg,tmin,tmax,prcp,snow,wspd,pres,coco,airport,weekday
2020-01-01,19.403452246868106,15.140463621413032,24.635520323404116,1.0212381063855922,0.0,3.3206458225463127,1020.2610880092441,52.207588129183236,MIA,2
2020-01-02,13.243746412618457,7.520170377323496,18.179163785292427,7.867466105294001,0.0,7.316802089922849,1016.436843916549,52.95225135555348,MIA,3
2020-01-03,12.931753695884147,6.8146364942308555,18.82781852601221,0.43151505011787,0.0,7.47928206749995,1016.201253203833,43.862159948884596,MIA,4
2020-01-04,13.28700278599842,8.396040127435347,,0.0,0.0,3.936263183198816,1011.7831441091064,22.355825554161342,MIA,5
2020-01-05,15.671441464436747,10.35710712855979,21.318897648524445,0.0,0.0,7.381437509523112,1007.6805337116889,,MIA,6
2020-01-06,18.115640720312115,14.13796118861423,21.490042327388043,0.0,0.0,2.0660994358995075,1010.514532315137,12.66063489482111,MIA,0
2020-01-07,15.223863187457605,9.989262748558595,21.16274867694953,0.0,0.0,7.058233621827625,1017.4875998622615,49.5567113408352,MIA,1
2020-01-08,12.383781355854813,8.040554445900023,17.12471101714158,0.0,0.0,3.349304031923574,1016.1709550105705,90.19512742852685,MIA,2
2020-01-09,20.338925321718143,15.323516714803835,24.70470944518587,0.0,0.0,2.5753648780199034,1022.1544899680584,84.38587443778206,MIA,3
2020-01-10,18.663291814321948,11.505491269644693,23.72455780970212,0.0,0.0,10.891168267240655,,13.911592182458257,MIA,4
2020-01-11,11.943111003959881,8.845196583239218,,4.533751584673005,0.0,6.543262976748108,1024.5637011825168,45.382402409904785,MIA,5
2020-01-12,14.170419007465433,7.469488069047859,22.166172152622,1.377534779128524,0.0,3.602705311737484,1016.1740300857408,88.43766707029268,MIA,6
2020-01-13,16.518210666453932,10.864687828306439,24.22301453307116,11.078875106142789,0.0,2.133408365753072,1018.7063720729359,63.57896623714447,MIA,0
2020-01-14,16.052740758849477,8.09766959772178,22.05833154295062,4.38932126813926,0.0,3.6374469986944553,,37.74097212482443,MIA,1
2020-01-15,21.46708467417557,16.58174863887524,26.59523447810378,0.0,0.0,3.9239500338973965,1014.0036608072207,76.18256325524125,MIA,2
2020-01-16,19.150876915772933,14.45845441987013,22.322669406252082,0.0,0.0,5.46249228634106,1013.0155245814419,55.417432338931604,MIA,3
2020-01-17,18.721994455760587,15.427787446276767,23.4060676198777,0.0,0.0,4.4895577705468535,1013.4793984674108,21.245931383541635,MIA,4
2020-01-18,25.87177165105066,17.883127953604056,,2.698668272642732,0.0,2.299187014953732,1015.9056074929749,67.8477563243401,MIA,5
2020-01-19,18.219600554992468,11.337473884037376,25.365953515120125,5.57291893384061,0.0,3.3694868479321047,1007.2134079059017,40.578263687146695,MIA,6
2020-01-20,17.7659742081819,11.256516876726376,24.56822668745046,0.0,0.0,0.6171362531422755,1015.5446699483741,66.23846457494082,MIA,0
2020-01-21,24.538415154523854,17.728125975117784,29.72639094632979,12.042276698441734,0.0,0.6454439228294312,1015.7032432942466,26.23571899176524,MIA,1
2020-01-22,23.28446990286314,,28.14146169924529,0.0,0.0,2.034383241635833,1016.3958460078643,38.897894961723814,MIA,2
2020-01-23,19.12603098017207,14.3961758661864,26.047535605172392,0.0,0.0,2.8337896771230535,1018.8952147409283,68.09350191498923,MIA,3
2020-01-24,21.92945062367454,15.331734995862805,28.50247563185124,0.0,0.0,3.7201041765578897,1008.9349262384617,16.80095138591136,MIA,4
2020-01-25,22.844844069225612,16.459601579398466,29.313473951512,0.0,0.0,1.5320233581012475,1018.8207904827601,23.58846672269642,MIA,5
2020-01-26,19.30098870125591,15.899202475469718,26.792918149163306,0.8738487837255409,0.0,6.930135290833854,1014.6339128776285,60.65656830196215,MIA,6
2020-01-27,19.043500510429325,11.936942406931808,23.111746941111974,0.0,0.0,2.5082463933346437,1014.2022232007271,19.78226286167582,MIA,0
2020-01-28,18.74475003082748,13.785052277509754,24.059747800706376,2.051500996862497,0.0,,1015.6386095410944,81.62106660391335,MIA,1
2020-01-29,19.582041839419336,13.159757991646824,23.108840534914645,0.0,0.0,2.0043707030348643,1016.2374013235963,18.521584160165304,MIA,2
2020-01-30,,16.84542810626208,28.51490476075515,,0.0,3.778368058470319,1009.9518355102531,64.12205607579511,MIA,3
2020-01-31,20.194750620967,,25.930255182310106,0.0,0.0,0.8343387418434883,1004.0651336464297,51.4517692384167,MIA,4
2020-02-01,21.09282090414548,15.200316164435812,24.393731707129238,1.7104961748697345,0.0,8.164174020356421,1012.3854647682064,12.436802994518814,MIA,5
2020-02-02,22.280919601856453,14.526552425829419,28.581648565933406,0.0,,3.48107296498539,1011.6732642920364,36.05122094713589,MIA,6
2020-02-03,17.830719313889134,11.4664778866247,22.470384294210877,0.0,0.0,7.011948271161618,1011.1509932800651,,MIA,0
2020-02-04,20.02894075622357,16.191628033812393,24.594245876471483,0.0,0.0,4.9889368191759225,1019.43224547674,28.74295395634503,MIA,1
2020-02-05,22.248996375080356,18.018337996196138,28.932320799914628,2.2868196989861196,,6.751251181397204,1008.0384103674529,56.53945590896462,MIA,2
2020-02-06,27.307740069238022,24.030050079889353,34.02252782306938,0.0,0.0,1.0774631115793811,1018.0055173544223,18.02275985868676,MIA,3
2020-02-07,26.523901255848745,20.489054632403892,33.51210463929565,0.0,0.0,10.498265291423946,1018.3921606778819,17.623636839538612,MIA,4
2020-02-08,17.960803320784414,10.141151357117895,23.286017914620714,0.0,0.0,6.96390812116256,1011.5774701460381,40.079043477735496,MIA,5
2020-02-09,24.330906114147137,19.122272092277417,28.620509316814594,0.0,0.0,0.38934676226466564,1013.3683877873066,56.08414958037032,MIA,6
2020-02-10,31.868400058473355,25.656101753158012,36.679051197755115,0.7917483016504305,0.0,9.876485989267591,1010.6788741205874,72.79140899541076,MIA,0
2020-02-11,26.434006506189846,23.246719290865805,30.89645961905048,0.0,0.0,2.9225617261781975,1006.5185761381167,59.81034409754658,MIA,1
2020-02-12,24.875956515952456,20.40436839383108,29.113477042144723,0.0,,8.430184797176107,,60.872537081604484,MIA,2
2020-02-13,27.523417287994842,23.533437964524417,30.79824471471087,0.0,0.0,2.2923444565289413,1007.7510725743249,39.70088740995536,MIA,3
2020-02-14,30.572389480483157,24.026829156767366,35.92590642980198,5.35991732642326,,5.903709074485443,,22.025837835828714,MIA,4
2020-02-15,29.174517705501028,21.858905844736423,32.47597014605232,2.6169090274274343,0.0,1.446317942205548,1006.2902787970976,96.65219743199742,MIA,5
2020-02-16,22.987940972999066,15.454530155116586,28.657140345214373,19.29683654079871,0.0,5.033014356886831,1015.8375217811363,54.86323211854124,MIA,6
2020-02-17,25.31035925844001,21.936154435442944,31.137387027185767,0.0,,5.15591032257387,1012.9150073351691,64.29265180331524,MIA,0
2020-02-18,24.12565773608967,16.624842187142892,28.325494914300933,,,3.3587575562360223,1021.0925423874542,21.738861901881563,MIA,1
2020-02-19,28.669893888991794,24.26456631902441,35.75905789623218,0.0,0.0,1.7132102314322044,1016.9147280502858,19.338043903330878,MIA,2
2020-02-20,23.236278845214912,19.44188699998277,29.108408400055477,0.0,0.0,,1007.4226277206798,57.235284893712645,MIA,3
2020-02-21,28.096138468864048,21.913455765951767,34.63204439046204,0.0,0.0,10.573447847833126,1017.9325040828886,58.52765320761294,MIA,4
2020-02-22,25.35904603665815,20.37675934657397,28.812942234201493,0.0,0.0,9.399973743947118,1013.855690208319,93.4959229323563,MIA,5
2020-02-23,26.55608265732153,21.798051931220414,29.712367758955804,0.0,0.0,3.029262873239781,1015.698827850403,39.84137666200965,MIA,6
2020-02-24,25.822461181436434,22.14529460358529,,19.2361626677132,0.0,10.155160633427418,1004.8889003584122,48.67202835148109,MIA,0
2020-02-25,30.121717086549285,23.937780603914298,34.949154780973984,0.0,0.0,3.768103335441415,1011.8393440781698,60.25209209048244,MIA,1
