date,tavg,tmin,tmax,prcp,snow,wspd,pres,coco,airport,weekday
2020-01-01,10.940394930821414,6.810589061197351,14.633419050819759,0.0,0.0,3.1797990446035485,,41.32848064586582,DEN,2
2020-01-02,,8.458566748811887,21.243782481929745,0.0,0.0,0.32439793614942697,1016.5233132666366,12.426651991133266,DEN,3
2020-01-03,18.119848919973116,10.25203714691218,24.457313406035826,7.78626459742236,0.0,0.5948279055603494,1012.3517757501959,43.76530065182603,DEN,4
2020-01-04,12.35784124900033,5.08522289836771,17.50481069076991,0.0,0.0,,1006.3168613339594,21.655198548789755,DEN,5
2020-01-05,14.055436168732099,10.752985664706637,17.40186069692438,2.0862776948903936,0.0,0.5877671477012685,1013.0198149428752,39.51020832310707,DEN,6
2020-01-06,,10.25595060790212,24.974615402824845,0.0,0.0,1.3749676593596114,1011.7152125187864,76.88495869624646,DEN,0
2020-01-07,13.075479451288972,7.218153517093228,19.625844647207728,0.0,0.0,5.086428332132073,1004.5445006749788,15.646649198887555,DEN,1
2020-01-08,16.870875295149883,10.84127583457919,19.995681141712584,0.0,0.0,3.628908017050979,1012.0445978351955,,DEN,2
2020-01-09,14.010707570225964,6.062156248285456,20.293403835934882,0.0,0.0,3.7375356564835145,1016.1685995981576,57.49449445467633,DEN,3
2020-01-10,,13.897256552698497,27.223864583216347,0.0,0.0,4.119563221957177,1014.3495279731155,67.65693516432604,DEN,4
2020-01-11,19.08324428615066,,26.6724491593196,,0.0,7.874258596854923,1015.9161089011438,46.18517165636845,DEN,5
2020-01-12,20.244625200197408,15.2610266322795,24.774325117062528,0.0,0.0,8.52961109134583,1011.9479010346981,64.50620359626483,DEN,6
2020-01-13,22.968901808438,17.662735635111215,27.44638340741794,0.0,0.0,4.641726749839548,,84.82632451670402,DEN,0
2020-01-14,17.383483948614803,12.76724883032031,20.995087813905172,4.237217886232117,0.0,17.00234923611994,,85.71409167019684,DEN,1
2020-01-15,14.95349993857658,9.130939406970633,19.422171503215157,0.0,0.0,2.2416637713606686,999.9080215256603,73.09059385211859,DEN,2
2020-01-16,24.885048231286877,21.381020957967714,28.5977927899519,2.345306364840786,0.0,2.156488063819632,1008.3566386026166,80.08545232522256,DEN,3
2020-01-17,16.67269013518233,12.403092706414407,20.233537856522183,3.0144574079007973,0.0,2.8162802163031015,1009.6055779479511,,DEN,4
2020-01-18,21.183584274767902,15.701893986500778,28.41561036046374,0.0,0.0,2.9699034164584277,1025.9026483645416,62.08725772503389,DEN,5
2020-01-19,20.634624286653935,14.319731484583174,25.510771226031913,0.0,0.0,,1010.6443869582129,56.117060947706285,DEN,6
2020-01-20,18.02819532387183,11.274267818892632,21.514094207269277,9.328339119637684,0.0,1.3293270667278236,1017.026824207844,48.394582443467,DEN,0
2020-01-21,19.374556289449018,14.864749471105485,23.580741994500727,0.0,0.0,2.5113894568681268,1017.3026878935599,67.17821788310557,DEN,1
2020-01-22,22.937767305317397,18.832568020879812,28.512637965546766,0.9175823328221118,0.0,9.073742168106671,1018.3161199927654,49.691911675702265,DEN,2
2020-01-23,21.654128580163587,14.618861618753028,28.675560417742073,0.0,0.0,0.6137090232723408,1017.0621047948408,21.7324496707153,DEN,3
2020-01-24,,20.080304180585888,29.37020096287469,0.17877902708215151,,6.024937148305364,1017.9226110761426,72.93147760854318,DEN,4
2020-01-25,22.077748785992053,16.30436386235682,,2.331492830803511,0.0,6.464479305764299,1012.6264863123771,43.131376747035446,DEN,5
2020-01-26,21.386370726151192,13.5661328205085,24.983818666156537,6.338249627505659,0.0,7.630125892176376,1014.9130488547298,26.276055306412182,DEN,6
2020-01-27,23.379403653121383,17.146794776538954,28.09606275568689,0.0,0.0,2.485096888133538,1009.5687840014314,52.37740647801552,DEN,0
2020-01-28,20.9931943566417,15.000619165675413,24.955600118941348,0.0,0.0,1.0091762849712416,1003.9766026847053,42.95030316364567,DEN,1
2020-01-29,21.082995182510658,14.1809560230407,24.41190203482919,0.0,0.0,1.2961941932392482,1009.1730143102706,79.38426477802489,DEN,2
2020-01-30,22.565632345647046,15.407274388776738,29.088953589725964,0.0,0.0,3.1030643540258587,1022.2425547296348,8.741565676585704,DEN,3
2020-01-31,22.55956043442878,16.921622731938612,27.22507551494464,0.0,0.0,1.3566518073140958,1004.0364842482506,49.32065765816592,DEN,4
2020-02-01,21.605747228885004,17.586548853876543,26.441487109302045,0.0,0.0,9.46699633249449,1014.1636397284774,9.49999541581126,DEN,5
2020-02-02,21.073039886411937,15.480312945221957,24.68434641493124,0.0,0.0,2.6091007087309577,1019.2823034775781,34.12220735607024,DEN,6
2020-02-03,26.428835439599574,23.00399800623246,29.98165902111125,0.0,0.0,1.1047970838261232,1011.4271565424064,45.62360430535205,DEN,0
2020-02-04,22.27867793247809,,29.093697583982085,0.0,0.0,0.7233155736593402,1015.0094385228632,49.10648760817984,DEN,1
2020-02-05,,17.110166452412198,28.897150339538044,0.0,,6.279413839739281,1015.5285326981241,44.45960765978176,DEN,2
2020-02-06,22.092444195087648,16.503800562697393,27.03940796801578,0.0,0.0,8.536468455094866,1013.2163671791423,12.594909536871231,DEN,3
2020-02-07,18.29705369836988,12.33657256482891,23.612327640372772,8.084511927399426,0.0,2.176073140391303,1011.3868109179426,38.99553416405709,DEN,4
2020-02-08,25.209375247257324,21.85263799697584,32.11496559547545,0.0,0.0,,1014.7112803974328,30.481650176094497,DEN,5
2020-02-09,23.6339575162769,17.225910306750055,28.84442215378007,,0.0,5.709101649501351,1000.5640694582453,60.28388396804565,DEN,6
2020-02-10,21.33807960058651,18.24110974971994,28.25183109211033,0.0,0.0,,,50.180432144606634,DEN,0
2020-02-11,23.340835499851025,18.10732018592725,29.991871787125618,0.0,0.0,2.2586596630733595,1019.7585286228101,19.56550091068478,DEN,1
2020-02-12,28.707136865896995,22.558852578720046,35.974149615099506,9.345891163164913,0.0,4.405450546725115,1013.2716310610462,,DEN,2
2020-02-13,29.669976865187152,22.818350962008914,37.49249796823416,18.304057494256462,0.0,0.2986322278958122,1013.2504721201881,93.12293922534035,DEN,3
2020-02-14,22.550247516089588,15.776022341075937,27.952684881658552,,0.0,0.193366403761361,1017.4510026302593,66.02471053429437,DEN,4
2020-02-15,25.69890263286948,21.14983659090372,30.033882656845538,,0.0,6.628802443425043,1009.9251491539214,51.79183398529067,DEN,5
2020-02-16,25.61697881843141,20.95157108341001,31.23842126619791,0.0,0.0,1.332196020734705,1025.2203073892924,23.993697257121006,DEN,6
2020-02-17,26.048349148769802,,30.4497515803967,0.0,0.0,4.551303888771721,,52.04489867311646,DEN,0
2020-02-18,22.970921643924157,15.82448874607706,28.08429003817003,0.0,0.0,3.0247168328771172,1014.8101049503035,37.45837891890384,DEN,1
2020-02-19,26.572232624112406,22.720919344625248,33.48213659140017,0.0,0.0,3.4935846548260914,1010.2487944668009,26.05399113481719,DEN,2
2020-02-20,27.2200190684713,22.232869064136175,32.901558260636335,0.0,0.0,1.9194580572487805,1010.2766450630272,47.811239333183444,DEN,3
2020-02-21,,19.138159182011385,32.833351008938834,20.95660461919527,,7.605027012914997,1008.458443787478,85.48839899099104,DEN,4
2020-02-22,26.07130449985019,21.740728753447396,31.074333558087098,,0.0,4.817657798079454,1011.0573694561646,55.905074707219285,DEN,5
2020-02-23,31.687221982888953,28.66315502060472,39.06023158080502,1.9756656767764524,0.0,2.5355669111657604,,50.50839354656942,DEN,6
2020-02-24,24.597100744873373,20.766780791263002,29.75572910385999,2.5241071782104396,0.0,3.027925729596911,1007.0549666799858,62.0131416074589,DEN,0
2020-02-25,23.459439492590327,19.31107488454092,30.521719426331487,0.0,0.0,6.560030307756092,1016.9181263312787,37.70695376637503,DEN,1
2020-02-26,30.58648782110813,24.171519867752867,38.27035031233633,3.266000429091745,0.0,3.9621320800779367,1008.9142589018464,,DEN,2
2020-02-27,20.2076445381102,12.351848015374959,25.022577990567495,0.0,0.0,4.387285481130548,,32.010007685021854,DEN,3
2020-02-28,28.18357082783131,23.512722221164807,31.19504246204742,0.0,0.0,2.38243917729118,1016.0862843017607,20.34710646538053,DEN,4
2020-02-29,28.690212191368047,,34.91695991745706,0.0,0.0,3.6492802822158374,1017.9361028018964,36.363461205318394,DEN,5
2020-03-01,26.177410864926276,22.34103336713482,29.69078317474395,0.0,0.0,3.728516745557291,1012.7601008585742,45.27981917342406,DEN,6
2020-03-02,29.710641608953253,22.296819090964988,36.48221535050535,0.0,0.0,3.289741858324853,,48.9905014342995,DEN,0
2020-03-03,28.750814724277145,24.651366314665562,32.1349809326049,0.0,0.0,1.9124904508311846,1013.8453022722421,28.367842972360812,DEN,1
2020-03-04,28.86377819256257,25.798950027242302,35.17718379361492,0.0,0.0,8.461507807955469,1018.8735635965469,72.88714829546579,DEN,2
2020-03-05,26.68216327875366,22.429794495152905,32.308226864145865,0.0,0.0,2.665257019580419,1016.0585537448012,44.776395291748415,DEN,3
2020-03-06,30.751032296402535,25.006476953207986,36.03064986127973,7.3581925856320645,0.0,3.584263164006742,1010.6882510100814,43.91363233371503,DEN,4
2020-03-07,27.297815098447778,21.82043464372661,33.958832811216226,0.0,0.0,1.3191560171326648,1011.8248026935842,16.78781066856296,DEN,5
2020-03-08,28.043485417105,,34.00714115316047,0.0,0.0,2.2474685393350837,1013.1188837122223,47.113394374968316,DEN,6
2020-03-09,30.2169698860252,23.435550975865503,35.57300298147852,1.032777595360045,0.0,,1020.7357683480286,18.54822055773443,DEN,0
2020-03-10,29.310954530717893,22.86777469933464,36.32231762377754,4.62297375520926,0.0,7.548260666575148,1016.4249905316924,19.595255368547498,DEN,1
2020-03-11,31.22537908704182,23.640085694078326,35.08634086876123,8.305151759050705,0.0,6.818197002376946,1021.364569162515,72.95449821890145,DEN,2
