FL_DATE,UNIQUE_CARRIER,CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,CRS_DEP_TIME,DEP_TIME,DISTANCE,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CANCELLED,DIVERTED,CANCELLATION_CODE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,AIR_TIME,DEP_HOUR,DEP_DATE
2020-02-12,UA,AA,1214,48426,MCO,59172,DFW,1549,1915,210,64.0,64.0,1,55.0,55.0,1,0,0,,5,2,7,1,40,28.0,15,2020-02-12
2020-02-08,B6,B6,7419,45204,ATL,56944,MCO,1024,1113,1600,8.0,8.0,0,-5.0,0.0,0,0,0,,0,0,0,0,0,209.0,10,2020-02-08
2020-02-24,AS,HA,713,52589,DEN,63337,SFO,2134,1225,2660,4.0,4.0,0,5.0,5.0,0,0,0,,0,0,0,0,0,350.0,21,2020-02-24
2020-02-15,DL,AS,8100,68244,ATL,33718,DFW,0441,2239,1345,5.0,5.0,0,16.0,16.0,1,0,0,,6,3,2,1,4,169.0,4,2020-02-15
2020-02-04,AS,AS,4316,41631,LAS,16800,LAX,0619,2239,1115,40.0,40.0,1,58.0,58.0,1,0,0,,3,3,9,3,40,135.0,6,2020-02-04
2020-02-02,HA,UA,483,60314,LAS,43231,MCO,2103,0501,823,21.0,21.0,1,20.0,20.0,1,0,0,,6,4,3,1,7,113.0,21,2020-02-02
2020-02-06,WN,F9,6901,52382,SFO,98817,SFO,0543,2023,452,14.0,14.0,0,22.0,22.0,1,0,0,,2,1,2,1,16,72.0,5,2020-02-06
2020-02-18,NK,NK,5777,42863,SFO,24422,LAS,1639,1223,895,3.0,3.0,0,-3.0,0.0,0,0,0,,0,0,0,0,0,122.0,16,2020-02-18
2020-02-22,F9,B6,5975,59442,ATL,16583,JFK,1256,0816,830,22.0,22.0,1,33.0,33.0,1,0,0,,0,6,9,1,17,92.0,12,2020-02-22
2020-02-01,WN,DL,9365,74141,SEA,23987,SEA,1914,0405,1537,24.0,24.0,1,20.0,20.0,1,0,0,,0,4,5,0,11,181.0,19,2020-02-01
2020-02-27,UA,AS,1565,10061,LAX,75468,ORD,1044,0759,386,11.0,11.0,0,30.0,30.0,1,0,0,,8,3,1,1,17,60.0,10,2020-02-27
2020-02-12,AA,AS,954,33464,LAS,23460,SEA,1716,1843,1719,19.0,19.0,1,-5.0,0.0,0,0,0,,0,0,0,0,0,206.0,17,2020-02-12
2020-02-29,DL,NK,9969,27413,DFW,62212,BOS,1723,1040,826,11.0,11.0,0,34.0,34.0,1,0,0,,11,7,9,1,6,97.0,17,2020-02-29
2020-02-16,WN,G4,9259,40998,SEA,20104,LAS,0154,2006,1224,3.0,3.0,0,10.0,10.0,0,0,0,,0,0,0,0,0,159.0,1,2020-02-16
2020-02-05,HA,HA,840,51521,LAX,79387,ORD,1816,0928,874,23.0,23.0,1,9.0,9.0,0,0,0,,0,0,0,0,0,119.0,18,2020-02-05
2020-02-15,HA,WN,4414,90636,JFK,15351,ORD,0108,1134,2964,21.0,21.0,1,23.0,23.0,1,0,0,,0,6,3,0,13,357.0,1,2020-02-15
2020-02-14,F9,F9,7602,96166,MCO,12265,SEA,0810,2144,2938,21.0,21.0,1,32.0,32.0,1,0,0,,10,6,1,0,15,376.0,8,2020-02-14
2020-02-19,UA,DL,5093,83973,DEN,82901,ORD,2044,2006,1993,7.0,7.0,0,11.0,11.0,0,0,0,,0,0,0,0,0,254.0,20,2020-02-19
2020-02-27,B6,F9,496,59489,DEN,49997,SFO,0640,1805,2909,5.0,5.0,0,5.0,5.0,0,0,0,,0,0,0,0,0,374.0,6,2020-02-27
2020-02-23,HA,AA,737,98447,ORD,86943,JFK,2216,0145,280,20.0,20.0,1,30.0,30.0,1,0,0,,3,8,6,0,12,36.0,22,2020-02-23
2020-02-19,B6,UA,3163,72262,SEA,73872,MCO,2317,1635,1161,1.0,1.0,0,-4.0,0.0,0,0,0,,0,0,0,0,0,120.0,23,2020-02-19
2020-02-13,B6,AS,2520,57220,JFK,49705,MCO,0727,0250,2986,7.0,7.0,0,22.0,22.0,1,0,0,,5,5,2,0,11,362.0,7,2020-02-13
2020-02-25,HA,HA,1651,85465,DEN,48635,LAX,1359,1359,2014,24.0,24.0,1,40.0,40.0,1,0,0,,7,4,9,2,19,254.0,13,2020-02-25
2020-02-09,HA,G4,4529,31986,DFW,73680,DFW,0449,0651,1058,27.0,27.0,1,10.0,10.0,0,0,0,,0,0,0,0,0,126.0,4,2020-02-09
2020-02-15,AA,B6,5506,68952,SEA,38398,LAS,0321,1158,662,25.0,25.0,1,28.0,28.0,1,0,0,,5,6,4,1,12,73.0,3,2020-02-15
2020-02-18,AA,AA,2904,95565,DFW,43665,DEN,1528,1107,1433,27.0,27.0,1,17.0,17.0,1,0,0,,3,0,1,0,13,172.0,15,2020-02-18
2020-02-02,B6,F9,7440,46982,LAX,48561,LAS,0311,1817,1870,,,0,,,0,1,0,B,0,0,0,0,0,,3,2020-02-02
2020-02-21,UA,WN,3960,48135,LAS,48467,SEA,0008,0610,1172,10.0,10.0,0,5.0,5.0,0,0,0,,0,0,0,0,0,145.0,0,2020-02-21
2020-02-27,DL,B6,6354,73687,JFK,61488,LAS,0805,0915,430,6.0,6.0,0,14.0,14.0,0,0,0,,0,0,0,0,0,72.0,8,2020-02-27
2020-02-13,B6,G4,4293,21211,LAX,57785,ATL,0236,0021,1497,18.0,18.0,1,13.0,13.0,0,0,0,,0,0,0,0,0,185.0,2,2020-02-13
2020-02-21,DL,AA,9415,19115,SFO,10891,ATL,1310,0551,1198,21.0,21.0,1,19.0,19.0,1,0,0,,4,5,0,1,9,149.0,13,2020-02-21
2020-02-01,G4,AS,1160,27174,LAS,82085,SEA,0016,0634,2358,26.0,26.0,1,36.0,36.0,1,0,0,,4,4,7,1,19,299.0,0,2020-02-01
2020-02-25,DL,AS,2670,13834,ORD,70228,MIA,1140,0812,485,3.0,3.0,0,-1.0,0.0,0,0,0,,0,0,0,0,0,51.0,11,2020-02-25
2020-02-18,WN,AA,8093,73004,SEA,69122,JFK,0033,2154,1703,2.0,2.0,0,14.0,14.0,0,0,0,,0,0,0,0,0,220.0,0,2020-02-18
2020-02-11,G4,NK,2135,95986,DFW,55393,SFO,0618,0139,1332,42.0,42.0,1,51.0,51.0,1,0,0,,3,1,11,1,34,162.0,6,2020-02-11
2020-02-29,B6,G4,8172,31063,ATL,31338,BOS,1432,0636,515,10.0,10.0,0,28.0,28.0,1,0,0,,7,0,1,1,19,49.0,14,2020-02-29
2020-02-16,UA,AA,4391,97178,SEA,82668,SEA,0717,0144,1926,7.0,7.0,0,21.0,21.0,1,0,0,,0,4,5,0,12,229.0,7,2020-02-16
2020-02-13,NK,DL,8846,22807,ATL,18464,ORD,1307,1226,2584,8.0,8.0,0,20.0,20.0,1,0,0,,0,1,5,1,13,306.0,13,2020-02-13
2020-02-21,F9,AA,7476,48755,JFK,51667,SFO,1042,1800,1636,4.0,4.0,0,-8.0,0.0,0,0,0,,0,0,0,0,0,203.0,10,2020-02-21
2020-02-04,HA,DL,1696,44377,LAS,42092,MCO,1907,0448,2257,3.0,3.0,0,20.0,20.0,1,0,0,,6,5,4,1,4,273.0,19,2020-02-04
2020-02-11,UA,AS,8223,80728,DEN,13574,DFW,1617,1847,2305,2.0,2.0,0,7.0,7.0,0,0,0,,0,0,0,0,0,298.0,16,2020-02-11
2020-02-25,F9,UA,8140,85805,DEN,13768,ATL,2038,0937,2644,35.0,35.0,1,7.0,7.0,0,0,0,,0,0,0,0,0,335.0,20,2020-02-25
