FL_DATE,UNIQUE_CARRIER,CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,CRS_DEP_TIME,DEP_TIME,DISTANCE,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CANCELLED,DIVERTED,CANCELLATION_CODE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,AIR_TIME,DEP_HOUR,DEP_DATE
2020-12-19,AA,B6,1223,23332,JFK,92072,MCO,1153,0905,2389,12.0,12.0,0,-10.0,0.0,0,0,0,,0,0,0,0,0,304.0,11,2020-12-19
2020-12-08,DL,HA,6528,26416,SEA,97584,MCO,1810,1058,1345,15.0,15.0,1,5.0,5.0,0,0,0,,0,0,0,0,0,170.0,18,2020-12-08
2020-12-02,UA,F9,257,27926,JFK,83267,LAS,0602,1633,1400,4.0,4.0,0,9.0,9.0,0,0,0,,0,0,0,0,0,176.0,6,2020-12-02
2020-12-06,HA,WN,488,54207,SFO,43956,LAX,1836,0415,834,2.0,2.0,0,-9.0,0.0,0,0,0,,0,0,0,0,0,108.0,18,2020-12-06
2020-12-05,AS,G4,9295,71082,LAX,12843,LAX,1129,1315,1723,7.0,7.0,0,12.0,12.0,0,0,0,,0,0,0,0,0,214.0,11,2020-12-05
2020-12-10,G4,HA,3053,84125,LAS,40533,MCO,1411,1410,2450,31.0,31.0,1,39.0,39.0,1,0,0,,6,10,1,0,21,316.0,14,2020-12-10
2020-12-09,NK,AA,1831,14074,SFO,30038,MCO,1129,0849,304,4.0,4.0,0,5.0,5.0,0,0,0,,0,0,0,0,0,38.0,11,2020-12-09
2020-12-11,HA,DL,767,43946,SEA,32333,BOS,1058,1919,649,22.0,22.0,1,,,0,0,1,,0,0,0,0,0,84.0,10,2020-12-11
2020-12-23,AS,HA,3526,35635,JFK,62773,BOS,0548,0449,479,69.0,69.0,1,68.0,68.0,1,0,0,,15,9,14,3,27,51.0,5,2020-12-23
2020-12-21,AS,DL,7364,43581,MCO,55547,JFK,1523,1859,1584,8.0,8.0,0,1.0,1.0,0,0,0,,0,0,0,0,0,194.0,15,2020-12-21
2020-12-13,G4,WN,6005,86703,LAX,29361,DEN,1844,1506,2845,3.0,3.0,0,14.0,14.0,0,0,0,,0,0,0,0,0,367.0,18,2020-12-13
2020-12-07,G4,HA,8287,19343,LAX,72004,JFK,1014,1242,2298,23.0,23.0,1,21.0,21.0,1,0,0,,5,2,6,1,8,292.0,10,2020-12-07
2020-12-23,HA,B6,4233,71078,ORD,69157,SFO,1621,1832,2343,29.0,29.0,1,24.0,24.0,1,0,0,,0,0,4,0,19,291.0,16,2020-12-23
2020-12-11,G4,B6,2830,33524,ATL,98669,MCO,0846,2123,2545,13.0,13.0,0,0.0,0.0,0,0,0,,0,0,0,0,0,295.0,8,2020-12-11
2020-12-17,WN,F9,7786,64503,SFO,12542,MCO,0820,0132,693,5.0,5.0,0,-4.0,0.0,0,0,0,,0,0,0,0,0,93.0,8,2020-12-17
2020-12-10,F9,AS,5440,63882,ORD,79329,BOS,1227,0226,404,76.0,76.0,1,72.0,72.0,1,0,0,,3,13,3,1,52,44.0,12,2020-12-10
2020-12-21,DL,NK,671,63005,DFW,21525,MIA,2052,1725,1247,7.0,7.0,0,3.0,3.0,0,0,0,,0,0,0,0,0,161.0,20,2020-12-21
2020-12-15,WN,G4,1230,73998,JFK,55050,DEN,0024,1715,2255,18.0,18.0,1,23.0,23.0,1,0,0,,0,7,3,1,12,294.0,0,2020-12-15
2020-12-14,F9,UA,1326,94975,MCO,54249,LAX,1135,1234,493,18.0,18.0,1,17.0,17.0,1,0,0,,1,2,0,1,13,57.0,11,2020-12-14
2020-12-03,NK,AA,3443,78813,SEA,49876,DEN,1035,2317,954,9.0,9.0,0,7.0,7.0,0,0,0,,0,0,0,0,0,117.0,10,2020-12-03
2020-12-26,HA,HA,4517,55438,DFW,36002,SFO,0021,1342,990,19.0,19.0,1,21.0,21.0,1,0,0,,8,1,2,1,9,121.0,0,2020-12-26
2020-12-31,DL,G4,8316,79328,ORD,31562,LAX,0302,0612,1212,5.0,5.0,0,-9.0,0.0,0,0,0,,0,0,0,0,0,173.0,3,2020-12-31
2020-12-07,B6,G4,3841,36279,JFK,90652,LAX,2305,0301,633,12.0,12.0,0,10.0,10.0,0,0,0,,0,0,0,0,0,72.0,23,2020-12-07
2020-12-03,HA,AA,1948,49630,SEA,61714,LAX,1904,1513,1915,43.0,43.0,1,42.0,42.0,1,0,0,,7,5,7,1,22,239.0,19,2020-12-03
2020-12-11,AA,UA,1827,77325,DEN,64113,LAS,1020,2027,1239,1.0,1.0,0,-1.0,0.0,0,0,0,,0,0,0,0,0,159.0,10,2020-12-11
2020-12-31,F9,HA,1757,16049,ATL,60278,MIA,2019,1354,1594,22.0,22.0,1,21.0,21.0,1,0,0,,7,1,2,0,11,187.0,20,2020-12-31
2020-12-16,DL,B6,2572,18453,SFO,60176,ORD,0105,1157,1926,36.0,36.0,1,26.0,26.0,1,0,0,,6,6,0,0,14,241.0,1,2020-12-16
2020-12-22,WN,AS,7472,83678,LAS,15643,SEA,0350,0607,859,73.0,73.0,1,70.0,70.0,1,0,0,,4,17,4,2,42,93.0,3,2020-12-22
2020-12-29,G4,AS,1590,87183,SEA,75470,LAS,2039,1530,1025,6.0,6.0,0,1.0,1.0,0,0,0,,0,0,0,0,0,132.0,20,2020-12-29
2020-12-06,HA,F9,5550,68282,SFO,20764,MIA,1217,0122,2053,23.0,23.0,1,1.0,1.0,0,0,0,,0,0,0,0,0,260.0,12,2020-12-06
