FL_DATE,UNIQUE_CARRIER,CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,CRS_DEP_TIME,DEP_TIME,DISTANCE,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CANCELLED,DIVERTED,CANCELLATION_CODE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,AIR_TIME,DEP_HOUR,DEP_DATE
2020-05-05,NK,AA,9110,64354,DFW,34876,SFO,0233,1507,1078,13.0,13.0,0,26.0,26.0,1,0,0,,9,8,7,1,1,142.0,2,2020-05-05
2020-05-05,NK,AA,6807,66257,JFK,81214,DFW,0427,1712,2987,3.0,3.0,0,-1.0,0.0,0,0,0,,0,0,0,0,0,392.0,4,2020-05-05
2020-05-05,DL,B6,6910,98240,SEA,45447,ATL,2337,2110,1595,18.0,18.0,1,18.0,18.0,1,0,0,,3,3,4,1,7,204.0,23,2020-05-05
2020-05-26,AS,G4,2382,81942,ATL,62495,LAS,0726,2041,381,39.0,39.0,1,47.0,47.0,1,0,0,,3,4,14,2,24,44.0,7,2020-05-26
2020-05-02,AA,G4,8302,28717,DEN,74580,SFO,2008,1651,339,4.0,4.0,0,12.0,12.0,0,0,0,,0,0,0,0,0,34.0,20,2020-05-02
2020-05-27,F9,DL,517,89624,LAS,57278,MCO,0134,0526,524,15.0,15.0,1,28.0,28.0,1,0,0,,7,0,1,1,19,62.0,1,2020-05-27
2020-05-05,NK,AS,6605,64386,LAX,92982,JFK,0013,0652,161,1.0,1.0,0,-6.0,0.0,0,0,0,,0,0,0,0,0,32.0,0,2020-05-05
2020-05-02,AA,B6,3356,77298,ORD,40801,DFW,0328,0220,1216,9.0,9.0,0,1.0,1.0,0,0,0,,0,0,0,0,0,142.0,3,2020-05-02
2020-05-03,AA,DL,8597,13798,DEN,88314,BOS,0312,0504,128,30.0,30.0,1,31.0,31.0,1,0,0,,1,6,6,1,17,16.0,3,2020-05-03
2020-05-14,UA,AA,6719,97127,MCO,17775,DEN,1929,1946,708,4.0,4.0,0,-6.0,0.0,0,0,0,,0,0,0,0,0,100.0,19,2020-05-14
2020-05-17,AA,NK,4397,27318,MCO,66953,ATL,0444,1628,2601,9.0,9.0,0,25.0,25.0,1,0,0,,10,3,4,0,8,312.0,4,2020-05-17
2020-05-13,B6,AA,7935,37724,JFK,14476,ORD,1431,0832,518,12.0,12.0,0,11.0,11.0,0,0,0,,0,0,0,0,0,52.0,14,2020-05-13
