FL_DATE,UNIQUE_CARRIER,CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,CRS_DEP_TIME,DEP_TIME,DISTANCE,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CANCELLED,DIVERTED,CANCELLATION_CODE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,AIR_TIME,DEP_HOUR,DEP_DATE
2020-10-23,UA,AA,4576,23824,ATL,59925,SFO,1511,1943,508,5.0,5.0,0,16.0,16.0,1,0,0,,4,0,3,0,9,74.0,15,2020-10-23
2020-10-16,NK,UA,9661,30388,SFO,43721,ATL,1739,1824,405,4.0,4.0,0,16.0,16.0,1,0,0,,4,4,1,0,6,59.0,17,2020-10-16
2020-10-29,DL,AS,3146,14402,JFK,64366,JFK,0418,0212,2287,40.0,40.0,1,55.0,55.0,1,0,0,,10,7,14,2,22,282.0,4,2020-10-29
2020-10-10,NK,HA,3720,45910,ATL,54780,BOS,0600,0958,2679,28.0,28.0,1,25.0,25.0,1,0,0,,9,3,6,0,7,328.0,6,2020-10-10
2020-10-21,AA,UA,7559,67154,DFW,38684,MCO,1659,0517,1555,17.0,17.0,1,22.0,22.0,1,0,0,,8,1,1,0,11,211.0,16,2020-10-21
2020-10-12,AA,HA,349,12371,DFW,93419,ORD,1943,1221,2689,1.0,1.0,0,-1.0,0.0,0,0,0,,0,0,0,0,0,334.0,19,2020-10-12
2020-10-15,AS,AS,6613,86602,DEN,53169,DFW,0235,1217,2905,12.0,12.0,0,20.0,20.0,1,0,0,,2,5,5,1,7,372.0,2,2020-10-15
2020-10-06,UA,UA,9808,94634,LAX,99194,BOS,0415,1749,2493,8.0,8.0,0,18.0,18.0,1,0,0,,2,5,1,1,9,319.0,4,2020-10-06
2020-10-28,B6,AS,8930,17081,JFK,85030,SEA,1417,1622,2264,3.0,3.0,0,-12.0,0.0,0,0,0,,0,0,0,0,0,286.0,14,2020-10-28
2020-10-19,DL,B6,4959,48529,ORD,24391,JFK,2218,2337,931,16.0,16.0,1,-0.0,0.0,0,0,0,,0,0,0,0,0,122.0,22,2020-10-19
2020-10-22,G4,B6,1168,17716,SFO,37705,ATL,1503,1420,2662,19.0,19.0,1,27.0,27.0,1,0,0,,9,5,3,1,9,344.0,15,2020-10-22
2020-10-06,F9,AA,8960,45131,ATL,14107,LAS,2256,1751,1370,2.0,2.0,0,17.0,17.0,1,0,0,,1,2,1,0,13,161.0,22,2020-10-06
2020-10-08,G4,NK,1148,34856,DEN,31097,MCO,0345,0019,734,0.0,0.0,0,4.0,4.0,0,0,0,,0,0,0,0,0,120.0,3,2020-10-08
2020-10-05,F9,NK,349,87447,SEA,64257,JFK,1059,1644,197,6.0,6.0,0,15.0,15.0,1,0,0,,3,2,3,0,7,20.0,10,2020-10-05
2020-10-31,AS,NK,6808,11858,DFW,47489,LAS,1119,0640,1980,7.0,7.0,0,9.0,9.0,0,0,0,,0,0,0,0,0,250.0,11,2020-10-31
2020-10-28,DL,F9,3699,81113,ATL,75391,LAX,0127,1700,2239,6.0,6.0,0,17.0,17.0,1,0,0,,1,2,2,1,12,301.0,1,2020-10-28
2020-10-03,G4,UA,4962,47024,DFW,82488,LAS,0112,0412,780,52.0,52.0,1,37.0,37.0,1,0,0,,0,1,6,1,29,75.0,1,2020-10-03
2020-10-18,AA,F9,2045,80489,LAX,93767,LAS,1045,2327,394,6.0,6.0,0,34.0,34.0,1,0,0,,12,1,5,1,15,45.0,10,2020-10-18
2020-10-01,B6,NK,5855,25641,ATL,24467,ATL,1906,0614,689,22.0,22.0,1,12.0,12.0,0,0,0,,0,0,0,0,0,94.0,19,2020-10-01
2020-10-16,F9,NK,3412,61511,LAS,68559,SEA,2314,0117,1214,24.0,24.0,1,19.0,19.0,1,0,0,,2,4,1,1,11,152.0,23,2020-10-16
2020-10-10,F9,F9,5172,12473,LAX,56020,MIA,2223,1207,181,4.0,4.0,0,11.0,11.0,0,0,0,,0,0,0,0,0,22.0,22,2020-10-10
2020-10-13,UA,HA,9541,33059,JFK,58462,LAX,0048,0643,2053,4.0,4.0,0,19.0,19.0,1,0,0,,7,2,4,0,6,272.0,0,2020-10-13
2020-10-07,WN,G4,9079,20426,LAX,87530,SEA,1207,0943,2162,21.0,21.0,1,16.0,16.0,1,0,0,,1,4,4,0,7,273.0,12,2020-10-07
2020-10-21,UA,AS,3200,16195,LAS,88724,LAX,0653,0947,453,6.0,6.0,0,12.0,12.0,0,0,0,,0,0,0,0,0,58.0,6,2020-10-21
2020-10-30,WN,UA,7497,11296,SEA,50707,ATL,0822,0808,1807,19.0,19.0,1,-0.0,0.0,0,0,0,,0,0,0,0,0,215.0,8,2020-10-30
2020-10-07,HA,AS,2654,30768,SFO,27416,ORD,0213,0714,2997,63.0,63.0,1,61.0,61.0,1,0,0,,12,3,17,2,26,375.0,2,2020-10-07
2020-10-17,NK,DL,6237,78641,SEA,14924,SEA,1333,0931,1637,23.0,23.0,1,36.0,36.0,1,0,0,,14,2,3,0,17,209.0,13,2020-10-17
2020-10-07,DL,AS,1982,55991,ATL,20807,ORD,2201,0428,1805,35.0,35.0,1,30.0,30.0,1,0,0,,4,2,3,1,20,246.0,22,2020-10-07
2020-10-06,AS,NK,6244,53888,DEN,49033,SEA,1919,2039,1366,12.0,12.0,0,17.0,17.0,1,0,0,,6,4,0,1,6,168.0,19,2020-10-06
2020-10-25,UA,B6,4331,30477,ATL,35880,DEN,0530,0723,2843,46.0,46.0,1,43.0,43.0,1,0,0,,14,2,8,1,18,364.0,5,2020-10-25
2020-10-27,HA,F9,9330,51555,JFK,13605,LAS,1948,0726,2802,2.0,2.0,0,-4.0,0.0,0,0,0,,0,0,0,0,0,358.0,19,2020-10-27
2020-10-26,B6,AA,1940,36215,SFO,62019,LAX,2312,2234,2362,6.0,6.0,0,21.0,21.0,1,0,0,,1,0,0,0,19,289.0,23,2020-10-26
2020-10-20,NK,WN,7861,18445,LAS,66584,DEN,0453,2137,1807,4.0,4.0,0,-4.0,0.0,0,0,0,,0,0,0,0,0,219.0,4,2020-10-20
2020-10-12,HA,UA,7609,86993,JFK,23056,SEA,1513,1612,102,3.0,3.0,0,-6.0,0.0,0,0,0,,0,0,0,0,0,-4.0,15,2020-10-12
2020-10-22,AS,DL,434,65991,LAS,70224,ORD,2008,1006,472,6.0,6.0,0,1.0,1.0,0,0,0,,0,0,0,0,0,51.0,20,2020-10-22
2020-10-01,F9,DL,4397,89557,LAS,40380,DEN,1533,0153,1616,22.0,22.0,1,31.0,31.0,1,0,0,,11,6,2,1,12,195.0,15,2020-10-01
2020-10-10,F9,UA,9925,13020,ORD,77014,ORD,0349,0519,2015,29.0,29.0,1,21.0,21.0,1,0,0,,8,2,3,0,8,261.0,3,2020-10-10
2020-10-01,WN,AA,6929,16863,DEN,76132,MCO,0743,0430,2934,4.0,4.0,0,-32.0,0.0,0,0,0,,0,0,0,0,0,370.0,7,2020-10-01
2020-10-02,DL,WN,182,89508,LAS,73219,DEN,1857,0648,1339,18.0,18.0,1,14.0,14.0,0,0,0,,0,0,0,0,0,168.0,18,2020-10-02
2020-10-17,G4,AA,8312,16678,LAS,20777,LAS,1841,0819,2678,38.0,38.0,1,37.0,37.0,1,0,0,,8,5,10,0,14,340.0,18,2020-10-17
2020-10-03,G4,UA,5257,18856,LAX,19113,BOS,2016,1530,2468,11.0,11.0,0,28.0,28.0,1,0,0,,6,2,2,1,18,314.0,20,2020-10-03
2020-10-11,NK,AS,6994,54199,LAS,15490,SFO,1000,0112,1165,6.0,6.0,0,16.0,16.0,1,0,0,,4,2,1,1,9,139.0,10,2020-10-11
2020-10-06,HA,G4,8985,26830,DFW,22689,LAS,0837,2153,791,7.0,7.0,0,16.0,16.0,1,0,0,,2,3,3,0,8,105.0,8,2020-10-06
2020-10-24,DL,NK,5157,78395,LAS,20962,BOS,0959,2256,1146,11.0,11.0,0,0.0,0.0,0,0,0,,0,0,0,0,0,143.0,9,2020-10-24
2020-10-20,HA,B6,3646,42017,LAS,66050,LAS,0411,1342,2499,11.0,11.0,0,21.0,21.0,1,0,0,,3,3,2,0,13,288.0,4,2020-10-20
2020-10-29,NK,AA,1354,98516,DEN,84015,SFO,1208,1248,946,8.0,8.0,0,12.0,12.0,0,0,0,,0,0,0,0,0,127.0,12,2020-10-29
2020-10-31,HA,AA,5844,93264,DEN,43354,DFW,1347,2248,1946,3.0,3.0,0,11.0,11.0,0,0,0,,0,0,0,0,0,242.0,13,2020-10-31
2020-10-03,AS,WN,7610,34286,DEN,88895,ATL,0001,1438,562,1.0,1.0,0,2.0,2.0,0,0,0,,0,0,0,0,0,66.0,0,2020-10-03
2020-10-16,HA,UA,4388,14410,LAX,15070,LAS,1148,1637,2292,14.0,14.0,0,15.0,15.0,1,0,0,,6,3,4,0,2,290.0,11,2020-10-16
2020-10-31,AA,B6,1007,11779,DEN,17809,DEN,0647,1411,2250,19.0,19.0,1,12.0,12.0,0,0,0,,0,0,0,0,0,282.0,6,2020-10-31
2020-10-27,NK,UA,1015,84416,JFK,83444,MIA,1854,0719,197,,,0,,,0,1,0,A,0,0,0,0,0,,18,2020-10-27
2020-10-21,UA,DL,9181,81420,SEA,57734,MIA,0554,1046,132,0.0,0.0,0,-6.0,0.0,0,0,0,,0,0,0,0,0,26.0,5,2020-10-21
2020-10-09,G4,F9,396,73289,DFW,92892,BOS,2042,2334,1716,2.0,2.0,0,5.0,5.0,0,0,0,,0,0,0,0,0,229.0,20,2020-10-09
2020-10-06,UA,UA,4902,36711,LAS,21423,BOS,1141,1254,1057,41.0,41.0,1,30.0,30.0,1,0,0,,9,7,9,0,5,126.0,11,2020-10-06
