FL_DATE,UNIQUE_CARRIER,CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,CRS_DEP_TIME,DEP_TIME,DISTANCE,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CANCELLED,DIVERTED,CANCELLATION_CODE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,AIR_TIME,DEP_HOUR,DEP_DATE
2020-03-12,UA,HA,7519,95536,SFO,13650,MCO,1738,0837,2762,11.0,11.0,0,11.0,11.0,0,0,0,,0,0,0,0,0,348.0,17,2020-03-12
2020-03-04,AA,AS,4959,23854,LAS,80602,MIA,0555,1757,2874,2.0,2.0,0,3.0,3.0,0,0,0,,0,0,0,0,0,365.0,5,2020-03-04
2020-03-09,WN,F9,8639,30117,MCO,14180,LAS,0303,1030,1090,14.0,14.0,0,8.0,8.0,0,0,0,,0,0,0,0,0,143.0,3,2020-03-09
2020-03-28,UA,G4,8314,91884,ORD,20409,MIA,2115,0017,1358,1.0,1.0,0,-3.0,0.0,0,0,0,,0,0,0,0,0,165.0,21,2020-03-28
2020-03-10,WN,G4,4381,26675,JFK,14449,DEN,2355,1410,1225,13.0,13.0,0,30.0,30.0,1,0,0,,11,2,7,1,9,148.0,23,2020-03-10
2020-03-11,G4,NK,3162,66207,LAS,59116,ATL,1047,1655,1471,11.0,11.0,0,7.0,7.0,0,0,0,,0,0,0,0,0,181.0,10,2020-03-11
2020-03-27,F9,F9,7382,72272,ATL,36051,MCO,2308,0329,2603,18.0,18.0,1,3.0,3.0,0,0,0,,0,0,0,0,0,326.0,23,2020-03-27
2020-03-21,NK,HA,432,64833,ATL,21368,ATL,1134,2011,346,4.0,4.0,0,-2.0,0.0,0,0,0,,0,0,0,0,0,41.0,11,2020-03-21
2020-03-11,DL,HA,8675,56312,DEN,85796,DFW,1511,2001,2157,14.0,14.0,0,16.0,16.0,1,0,0,,2,0,1,0,12,271.0,15,2020-03-11
2020-03-15,HA,G4,9744,39131,ATL,26013,DFW,1246,0117,2732,46.0,46.0,1,48.0,48.0,1,0,0,,13,8,13,0,13,325.0,12,2020-03-15
2020-03-13,WN,NK,6586,67740,MCO,17187,BOS,0124,1329,318,12.0,12.0,0,16.0,16.0,1,0,0,,5,1,4,1,5,50.0,1,2020-03-13
2020-03-13,WN,B6,1271,97080,SFO,15580,LAS,2043,1128,519,9.0,9.0,0,9.0,9.0,0,0,0,,0,0,0,0,0,64.0,20,2020-03-13
2020-03-17,DL,UA,5741,91814,MCO,52516,MCO,0011,0448,1728,4.0,4.0,0,-3.0,0.0,0,0,0,,0,0,0,0,0,214.0,0,2020-03-17
2020-03-23,B6,NK,3188,82825,JFK,47874,SEA,1235,1600,292,0.0,0.0,0,-14.0,0.0,0,0,0,,0,0,0,0,0,34.0,12,2020-03-23
2020-03-17,UA,AA,3743,95309,SFO,76417,JFK,0938,0914,2170,,,0,,,0,1,0,B,0,0,0,0,0,,9,2020-03-17
2020-03-04,NK,AA,5397,19644,LAS,76506,JFK,2338,1801,2029,,,0,,,0,1,1,A,0,0,0,0,0,,23,2020-03-04
2020-03-19,UA,F9,7522,46396,LAS,92107,JFK,0930,0302,757,4.0,4.0,0,-3.0,0.0,0,0,0,,0,0,0,0,0,109.0,9,2020-03-19
2020-03-06,NK,F9,5642,94457,MCO,73042,JFK,0457,2037,1469,31.0,31.0,1,47.0,47.0,1,0,0,,5,9,3,2,28,173.0,4,2020-03-06
2020-03-10,HA,AA,2304,59248,SEA,42259,SEA,1710,2315,747,15.0,15.0,1,1.0,1.0,0,0,0,,0,0,0,0,0,96.0,17,2020-03-10
2020-03-25,B6,NK,1478,36770,DEN,28039,BOS,2140,1332,2762,13.0,13.0,0,14.0,14.0,0,0,0,,0,0,0,0,0,358.0,21,2020-03-25
2020-03-19,HA,UA,5275,22665,LAS,22042,ATL,1348,0857,2234,26.0,26.0,1,26.0,26.0,1,0,0,,1,5,4,1,15,267.0,13,2020-03-19
2020-03-02,F9,G4,1879,31111,MCO,73722,SEA,0240,1735,1726,26.0,26.0,1,13.0,13.0,0,0,0,,0,0,0,0,0,217.0,2,2020-03-02
2020-03-09,B6,UA,2570,10452,SEA,26987,JFK,0550,0442,731,9.0,9.0,0,9.0,9.0,0,0,0,,0,0,0,0,0,92.0,5,2020-03-09
2020-03-09,NK,AS,3495,30265,ORD,56676,LAS,1128,2226,2883,5.0,5.0,0,3.0,3.0,0,0,0,,0,0,0,0,0,357.0,11,2020-03-09
2020-03-11,UA,WN,2484,25153,ATL,59709,MIA,2152,1826,2185,14.0,14.0,0,-6.0,0.0,0,0,0,,0,0,0,0,0,280.0,21,2020-03-11
2020-03-12,F9,F9,4833,33041,SFO,45389,LAS,0456,1955,527,24.0,24.0,1,24.0,24.0,1,0,0,,9,4,5,0,5,56.0,4,2020-03-12
2020-03-13,AA,WN,2645,75612,JFK,83266,SFO,1600,1133,683,4.0,4.0,0,10.0,10.0,0,0,0,,0,0,0,0,0,97.0,16,2020-03-13
2020-03-29,AS,DL,967,26328,JFK,80053,LAS,2210,0730,965,0.0,0.0,0,-12.0,0.0,0,0,0,,0,0,0,0,0,125.0,22,2020-03-29
2020-03-27,UA,F9,8991,62531,JFK,40138,LAS,0339,0052,1666,22.0,22.0,1,13.0,13.0,0,0,0,,0,0,0,0,0,204.0,3,2020-03-27
2020-03-31,G4,HA,8017,23505,SEA,40152,DEN,1428,0007,2834,5.0,5.0,0,12.0,12.0,0,0,0,,0,0,0,0,0,361.0,14,2020-03-31
2020-03-14,AS,G4,7234,71059,SEA,93555,SFO,0506,0221,1988,22.0,22.0,1,11.0,11.0,0,0,0,,0,0,0,0,0,254.0,5,2020-03-14
2020-03-09,DL,AS,8704,75126,LAX,42052,MIA,0612,0450,2690,0.0,0.0,0,2.0,2.0,0,0,0,,0,0,0,0,0,338.0,6,2020-03-09
2020-03-13,G4,NK,1181,25402,LAS,32893,ORD,0801,2118,2194,25.0,25.0,1,21.0,21.0,1,0,0,,3,3,3,1,12,284.0,8,2020-03-13
2020-03-01,B6,F9,7160,40836,DEN,95904,DEN,0417,1125,2273,20.0,20.0,1,36.0,36.0,1,0,0,,3,3,4,1,25,278.0,4,2020-03-01
2020-03-06,UA,DL,8374,24198,SEA,35713,ATL,1026,0123,610,9.0,9.0,0,25.0,25.0,1,0,0,,7,5,1,0,12,80.0,10,2020-03-06
2020-03-31,HA,G4,4040,16074,DFW,45980,LAS,0605,1045,1596,2.0,2.0,0,-21.0,0.0,0,0,0,,0,0,0,0,0,198.0,6,2020-03-31
2020-03-08,AS,UA,1997,33517,JFK,85177,MCO,1644,1143,308,3.0,3.0,0,-3.0,0.0,0,0,0,,0,0,0,0,0,23.0,16,2020-03-08
2020-03-31,NK,F9,8735,66329,SFO,26935,ATL,0430,0344,968,5.0,5.0,0,9.0,9.0,0,0,0,,0,0,0,0,0,131.0,4,2020-03-31
2020-03-19,F9,AS,7711,54659,MCO,26896,SFO,1401,0726,2614,28.0,28.0,1,34.0,34.0,1,0,0,,2,0,5,1,26,320.0,14,2020-03-19
2020-03-10,HA,F9,7229,11662,DEN,20672,BOS,0718,2243,1496,34.0,34.0,1,36.0,36.0,1,0,0,,0,9,8,0,18,184.0,7,2020-03-10
2020-03-31,G4,HA,2102,23002,ORD,29095,SFO,2346,2250,880,5.0,5.0,0,-10.0,0.0,0,0,0,,0,0,0,0,0,116.0,23,2020-03-31
2020-03-10,B6,UA,4020,72245,ORD,80272,MCO,0744,1957,622,9.0,9.0,0,6.0,6.0,0,0,0,,0,0,0,0,0,79.0,7,2020-03-10
2020-03-21,WN,AA,4850,89246,LAX,91004,JFK,0025,1505,2557,18.0,18.0,1,29.0,29.0,1,0,0,,6,5,6,1,10,330.0,0,2020-03-21
2020-03-19,WN,AS,9765,60664,DFW,28423,MIA,0102,1238,1729,6.0,6.0,0,7.0,7.0,0,0,0,,0,0,0,0,0,229.0,1,2020-03-19
2020-03-27,G4,G4,2548,79792,ATL,27302,SEA,0002,2255,2475,22.0,22.0,1,32.0,32.0,1,0,0,,6,7,5,0,14,305.0,0,2020-03-27
2020-03-30,B6,DL,1480,71668,MCO,91034,MCO,2212,1244,2698,22.0,22.0,1,14.0,14.0,0,0,0,,0,0,0,0,0,348.0,22,2020-03-30
2020-03-02,AA,UA,6724,11493,MCO,25666,BOS,2335,0914,2897,1.0,1.0,0,13.0,13.0,0,0,0,,0,0,0,0,0,371.0,23,2020-03-02
2020-03-13,HA,HA,6518,40399,DEN,39916,LAX,1424,0743,2564,0.0,0.0,0,-7.0,0.0,0,0,0,,0,0,0,0,0,310.0,14,2020-03-13
2020-03-07,DL,B6,8142,83897,SFO,94591,LAX,1755,1600,1321,33.0,33.0,1,25.0,25.0,1,0,0,,4,4,4,0,13,161.0,17,2020-03-07
2020-03-14,AA,F9,1231,91840,JFK,49938,MIA,0331,1258,2733,10.0,10.0,0,5.0,5.0,0,0,0,,0,0,0,0,0,350.0,3,2020-03-14
2020-03-10,F9,AS,7892,75166,SEA,95604,DEN,0448,1638,910,24.0,24.0,1,20.0,20.0,1,0,0,,4,4,0,0,11,107.0,4,2020-03-10
2020-03-02,DL,AS,9688,74431,MCO,43644,SEA,0240,1635,516,2.0,2.0,0,9.0,9.0,0,0,0,,0,0,0,0,0,58.0,2,2020-03-02
2020-03-12,DL,B6,1756,60968,ATL,49840,ORD,0431,1053,1646,16.0,16.0,1,15.0,15.0,1,0,0,,1,0,2,0,12,204.0,4,2020-03-12
2020-03-13,G4,UA,5124,80375,SEA,84945,MIA,0417,2116,1184,4.0,4.0,0,9.0,9.0,0,0,0,,0,0,0,0,0,141.0,4,2020-03-13
2020-03-29,DL,B6,5357,90779,DFW,87819,BOS,1121,1104,2575,0.0,0.0,0,-7.0,0.0,0,0,0,,0,0,0,0,0,319.0,11,2020-03-29
2020-03-22,B6,UA,9145,46525,DEN,94386,SEA,0901,1725,479,10.0,10.0,0,-2.0,0.0,0,0,0,,0,0,0,0,0,62.0,9,2020-03-22
2020-03-08,HA,UA,9162,26502,ATL,39758,SFO,2147,2333,1567,8.0,8.0,0,-14.0,0.0,0,0,0,,0,0,0,0,0,180.0,21,2020-03-08
2020-03-07,AS,UA,4689,27732,LAX,54850,LAS,0330,1613,2463,3.0,3.0,0,-9.0,0.0,0,0,0,,0,0,0,0,0,305.0,3,2020-03-07
2020-03-29,NK,HA,7679,21380,ATL,15783,SFO,1749,0919,2004,20.0,20.0,1,3.0,3.0,0,0,0,,0,0,0,0,0,255.0,17,2020-03-29
2020-03-25,AS,UA,5382,69656,ORD,85957,MCO,1023,0346,904,36.0,36.0,1,44.0,44.0,1,0,0,,5,4,3,1,31,130.0,10,2020-03-25
2020-03-05,DL,G4,3506,54081,DFW,64605,LAX,2222,2054,1078,11.0,11.0,0,22.0,22.0,1,0,0,,4,7,6,0,5,136.0,22,2020-03-05
2020-03-26,AS,G4,8947,42307,ATL,14533,LAX,1613,0418,243,18.0,18.0,1,26.0,26.0,1,0,0,,9,5,2,0,9,34.0,16,2020-03-26
2020-03-31,DL,F9,9309,90026,DEN,48744,JFK,1700,1649,452,3.0,3.0,0,-21.0,0.0,0,0,0,,0,0,0,0,0,59.0,17,2020-03-31
2020-03-21,DL,NK,5050,68176,ATL,93343,LAS,2045,1551,2302,18.0,18.0,1,31.0,31.0,1,0,0,,2,5,2,1,21,284.0,20,2020-03-21
2020-03-17,AA,HA,1007,24997,DFW,51109,ATL,1418,1920,345,,,0,,,0,1,0,D,0,0,0,0,0,,14,2020-03-17
2020-03-12,B6,AA,2167,25460,ATL,92795,SEA,2326,0157,2529,1.0,1.0,0,9.0,9.0,0,0,0,,0,0,0,0,0,324.0,23,2020-03-12
2020-03-18,F9,NK,113,63464,LAS,68238,SEA,1154,0241,409,37.0,37.0,1,41.0,41.0,1,0,0,,10,8,11,2,11,54.0,11,2020-03-18
2020-03-24,NK,WN,9109,42017,JFK,10302,DEN,0845,0759,1520,13.0,13.0,0,13.0,13.0,0,0,0,,0,0,0,0,0,190.0,8,2020-03-24
