FL_DATE,UNIQUE_CARRIER,CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,CRS_DEP_TIME,DEP_TIME,DISTANCE,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CANCELLED,DIVERTED,CANCELLATION_CODE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,AIR_TIME,DEP_HOUR,DEP_DATE
2020-08-10,NK,B6,4571,45379,ATL,25099,SFO,0040,0523,2884,5.0,5.0,0,21.0,21.0,1,0,0,,5,5,4,1,6,358.0,0,2020-08-10
2020-08-14,F9,WN,390,49063,SEA,51911,SEA,0005,2034,1063,68.0,68.0,1,58.0,58.0,1,0,0,,8,11,4,1,34,132.0,0,2020-08-14
2020-08-28,F9,F9,7536,85856,LAS,16425,SEA,1243,0844,378,10.0,10.0,0,7.0,7.0,0,0,0,,0,0,0,0,0,31.0,12,2020-08-28
2020-08-18,B6,AA,437,73307,MCO,77482,MIA,0905,0847,1086,0.0,0.0,0,10.0,10.0,0,0,0,,0,0,0,0,0,144.0,9,2020-08-18
2020-08-18,NK,DL,7417,53830,SFO,81474,MIA,2349,1650,906,22.0,22.0,1,20.0,20.0,1,0,0,,2,0,3,1,14,114.0,23,2020-08-18
2020-08-12,AA,G4,9327,13572,DFW,57294,LAX,2123,0605,2870,10.0,10.0,0,4.0,4.0,0,0,0,,0,0,0,0,0,345.0,21,2020-08-12
2020-08-14,AS,AA,8102,47731,ATL,49297,ORD,0811,0623,2013,8.0,8.0,0,0.0,0.0,0,0,0,,0,0,0,0,0,249.0,8,2020-08-14
2020-08-07,AA,AA,5650,29611,JFK,15981,ORD,0445,2204,430,11.0,11.0,0,-13.0,0.0,0,0,0,,0,0,0,0,0,55.0,4,2020-08-07
2020-08-31,DL,WN,5253,55507,JFK,75203,LAS,0810,0414,1382,11.0,11.0,0,2.0,2.0,0,0,0,,0,0,0,0,0,163.0,8,2020-08-31
2020-08-27,G4,AS,2630,14441,LAS,13507,SEA,0546,2128,1547,9.0,9.0,0,2.0,2.0,0,0,0,,0,0,0,0,0,205.0,5,2020-08-27
2020-08-21,HA,DL,6354,55051,DEN,43212,BOS,2127,0021,2453,8.0,8.0,0,26.0,26.0,1,0,0,,5,6,6,0,9,313.0,21,2020-08-21
2020-08-21,G4,AA,6409,76577,DEN,64331,BOS,1512,1252,2001,7.0,7.0,0,15.0,15.0,1,0,0,,5,3,2,0,4,241.0,15,2020-08-21
2020-08-12,HA,HA,7516,35616,JFK,44734,MIA,2147,2127,1363,15.0,15.0,1,19.0,19.0,1,0,0,,3,1,5,0,9,161.0,21,2020-08-12
